,Unnamed: 0,year,negative,positive,Topic,decade,num_conflicts,avg_hostility,total_fatalities,life_expectancy,democracy_frequency,economy_frequency,equality_frequency,freedom_frequency,justice_frequency,liberty_frequency,num_conflicts_lag1,avg_hostility_lag1,total_fatalities_lag1,num_conflicts_lag5,avg_hostility_lag5,total_fatalities_lag5,num_conflicts_lag10,avg_hostility_lag10,total_fatalities_lag10,log_gdp_percap,log_sentiment
858,938,1955-01-01,0.0,0.0,economy_frequency,1950,3.0,2.0,0.0,68.95,0.4907166890160415,0.690190560605702,0.319121276778425,0.8626588953932534,0.0174592377220517,0.0936235416498217,3.0,2.0,0.0,3.0,2.0,0.0,4.0,3.5,0.0,9.315741756364089,7.432858373821037e-05
560,590,1955-01-01,0.0,0.0,gdp_percap,1950,3.0,2.0,0.0,68.95,0.4907166890160415,0.690190560605702,0.319121276778425,0.8626588953932534,0.0174592377220517,0.0936235416498217,3.0,2.0,0.0,3.0,2.0,0.0,3.0,2.0,0.0,9.315741756364089,9.315741756364089
709,739,1955-01-01,0.0,0.0,Life_expectancy,1950,3.0,2.0,0.0,68.95,0.4907166890160415,0.690190560605702,0.319121276778425,0.8626588953932534,0.0174592377220517,0.0936235416498217,3.0,2.0,0.0,3.0,2.0,0.0,3.0,2.0,0.0,9.315741756364089,4.24778070111149
1157,1341,1956-01-01,0.0,0.0,democracy_frequency,1950,2.0,3.0,0.0,69.1,0.471857464543022,0.7130750980708929,0.3169089902224719,0.8445174033569086,0.0049631778773602,0.0840588720816376,3.0,2.0,0.0,3.0,2.0,0.0,3.0,2.0,0.0,9.343250919742504,2.039418247578053e-05
256,256,1956-01-01,0.04465,0.09675,Liberty,1950,2.0,3.0,0.0,69.1,0.471857464543022,0.7130750980708929,0.3169089902224719,0.8445174033569086,0.0049631778773602,0.0840588720816376,2.0,3.0,0.0,3.0,2.0,0.0,3.0,2.0,0.0,9.343250919742504,0.6928596392238974
142,142,1956-01-01,0.05345,0.10285,Freedom,1950,2.0,3.0,0.0,69.1,0.471857464543022,0.7130750980708929,0.3169089902224719,0.8445174033569086,0.0049631778773602,0.0840588720816376,2.0,3.0,0.0,3.0,2.0,0.0,3.0,2.0,0.0,9.343250919742504,0.692304325457357
1455,1743,1956-01-01,0.0,0.0,justice_frequency,1950,2.0,3.0,0.0,69.1,0.471857464543022,0.7130750980708929,0.3169089902224719,0.8445174033569086,0.0049631778773602,0.0840588720816376,2.0,3.0,0.0,3.0,2.0,0.0,3.0,2.0,0.0,9.343250919742504,3.7557118019216775e-05
447,447,1956-01-01,0.05385,0.1117,Democracy,1950,2.0,3.0,0.0,69.1,0.471857464543022,0.7130750980708929,0.3169089902224719,0.8445174033569086,0.0049631778773602,0.0840588720816376,2.0,3.0,0.0,3.0,2.0,0.0,3.0,2.0,0.0,9.343250919742504,0.6902580109259181
1008,1140,1956-01-01,0.0,0.0,equality_frequency,1950,2.0,3.0,0.0,69.1,0.471857464543022,0.7130750980708929,0.3169089902224719,0.8445174033569086,0.0049631778773602,0.0840588720816376,2.0,3.0,0.0,2.0,3.0,0.0,3.0,2.0,0.0,9.343250919742504,1.1935460314264363e-05
1306,1542,1956-01-01,0.0,0.0,freedom_frequency,1950,2.0,3.0,0.0,69.1,0.471857464543022,0.7130750980708929,0.3169089902224719,0.8445174033569086,0.0049631778773602,0.0840588720816376,2.0,3.0,0.0,2.0,3.0,0.0,3.0,2.0,0.0,9.343250919742504,6.203249662229116e-05
561,591,1956-01-01,0.0,0.0,gdp_percap,1950,2.0,3.0,0.0,69.1,0.471857464543022,0.7130750980708929,0.3169089902224719,0.8445174033569086,0.0049631778773602,0.0840588720816376,2.0,3.0,0.0,2.0,3.0,0.0,3.0,2.0,0.0,9.343250919742504,9.343250919742504
38,38,1956-01-01,0.04965,0.10245,Economy,1950,2.0,3.0,0.0,69.1,0.471857464543022,0.7130750980708929,0.3169089902224719,0.8445174033569086,0.0049631778773602,0.0840588720816376,2.0,3.0,0.0,2.0,3.0,0.0,3.0,2.0,0.0,9.343250919742504,0.5850551599590768
859,939,1956-01-01,0.0,0.0,economy_frequency,1950,2.0,3.0,0.0,69.1,0.471857464543022,0.7130750980708929,0.3169089902224719,0.8445174033569086,0.0049631778773602,0.0840588720816376,2.0,3.0,0.0,2.0,3.0,0.0,3.0,2.0,0.0,9.343250919742504,7.600257260036278e-05
1604,1944,1956-01-01,0.0,0.0,liberty_frequency,1950,2.0,3.0,0.0,69.1,0.471857464543022,0.7130750980708929,0.3169089902224719,0.8445174033569086,0.0049631778773602,0.0840588720816376,2.0,3.0,0.0,2.0,3.0,0.0,2.0,3.0,0.0,9.343250919742504,1.8908417212868633e-05
710,740,1956-01-01,0.0,0.0,Life_expectancy,1950,2.0,3.0,0.0,69.1,0.471857464543022,0.7130750980708929,0.3169089902224719,0.8445174033569086,0.0049631778773602,0.0840588720816376,2.0,3.0,0.0,2.0,3.0,0.0,2.0,3.0,0.0,9.343250919742504,4.249922794040544
711,741,1957-01-01,0.0,0.0,Life_expectancy,1950,3.0,3.0,0.0,69.25,0.4715707073752285,0.7321061836030878,0.3325465638725417,0.8540361246985487,0.0036563303441396,0.0812288116180489,2.0,3.0,0.0,2.0,3.0,0.0,2.0,3.0,0.0,9.370023545385155,4.252060308213855
1307,1543,1957-01-01,0.0,0.0,freedom_frequency,1950,3.0,3.0,0.0,69.25,0.4715707073752285,0.7321061836030878,0.3325465638725417,0.8540361246985487,0.0036563303441396,0.0812288116180489,3.0,3.0,0.0,2.0,3.0,0.0,2.0,3.0,0.0,9.370023545385155,6.235876353022468e-05
39,39,1957-01-01,0.0384,0.0889,Economy,1950,3.0,3.0,0.0,69.25,0.4715707073752285,0.7321061836030878,0.3325465638725417,0.8540361246985487,0.0036563303441396,0.0812288116180489,3.0,3.0,0.0,2.0,3.0,0.0,2.0,3.0,0.0,9.370023545385155,0.6515149620635401
1009,1141,1957-01-01,0.0,0.0,equality_frequency,1950,3.0,3.0,0.0,69.25,0.4715707073752285,0.7321061836030878,0.3325465638725417,0.8540361246985487,0.0036563303441396,0.0812288116180489,3.0,3.0,0.0,2.0,3.0,0.0,2.0,3.0,0.0,9.370023545385155,1.2081760005052862e-05
860,940,1957-01-01,0.0,0.0,economy_frequency,1950,3.0,3.0,0.0,69.25,0.4715707073752285,0.7321061836030878,0.3325465638725417,0.8540361246985487,0.0036563303441396,0.0812288116180489,3.0,3.0,0.0,2.0,3.0,0.0,2.0,3.0,0.0,9.370023545385155,7.739468185424007e-05
143,143,1957-01-01,0.0534,0.10195,Freedom,1950,3.0,3.0,0.0,69.25,0.4715707073752285,0.7321061836030878,0.3325465638725417,0.8540361246985487,0.0036563303441396,0.0812288116180489,3.0,3.0,0.0,3.0,3.0,0.0,2.0,3.0,0.0,9.370023545385155,0.6410693679921501
257,257,1957-01-01,0.05265,0.0943,Liberty,1950,3.0,3.0,0.0,69.25,0.4715707073752285,0.7321061836030878,0.3325465638725417,0.8540361246985487,0.0036563303441396,0.0812288116180489,3.0,3.0,0.0,3.0,3.0,0.0,2.0,3.0,0.0,9.370023545385155,0.6031075867828952
1605,1945,1957-01-01,0.0,0.0,liberty_frequency,1950,3.0,3.0,0.0,69.25,0.4715707073752285,0.7321061836030878,0.3325465638725417,0.8540361246985487,0.0036563303441396,0.0812288116180489,3.0,3.0,0.0,3.0,3.0,0.0,2.0,3.0,0.0,9.370023545385155,1.8665771703350055e-05
1158,1342,1957-01-01,0.0,0.0,democracy_frequency,1950,3.0,3.0,0.0,69.25,0.4715707073752285,0.7321061836030878,0.3325465638725417,0.8540361246985487,0.0036563303441396,0.0812288116180489,3.0,3.0,0.0,3.0,3.0,0.0,2.0,3.0,0.0,9.370023545385155,2.0384164465973653e-05
448,448,1957-01-01,0.0509,0.10305,Democracy,1950,3.0,3.0,0.0,69.25,0.4715707073752285,0.7321061836030878,0.3325465638725417,0.8540361246985487,0.0036563303441396,0.0812288116180489,3.0,3.0,0.0,3.0,3.0,0.0,2.0,3.0,0.0,9.370023545385155,0.6039443130991746
1456,1744,1957-01-01,0.0,0.0,justice_frequency,1950,3.0,3.0,0.0,69.25,0.4715707073752285,0.7321061836030878,0.3325465638725417,0.8540361246985487,0.0036563303441396,0.0812288116180489,3.0,3.0,0.0,3.0,3.0,0.0,3.0,3.0,0.0,9.370023545385155,3.7442393982337834e-05
562,592,1957-01-01,0.0,0.0,gdp_percap,1950,3.0,3.0,0.0,69.25,0.4715707073752285,0.7321061836030878,0.3325465638725417,0.8540361246985487,0.0036563303441396,0.0812288116180489,3.0,3.0,0.0,3.0,3.0,0.0,3.0,3.0,0.0,9.370023545385155,9.370023545385155
861,941,1958-01-01,0.0,0.0,economy_frequency,1950,9.0,2.2222222222222223,0.0,69.4,0.4746152811106251,0.7554239390509903,0.362921220373109,0.8947485866421756,0.0014878729765566,0.0834803085185601,3.0,3.0,0.0,3.0,3.0,0.0,3.0,3.0,0.0,9.3960980475321,7.910035507006634e-05
144,144,1958-01-01,0.05515,0.10905,Freedom,1950,9.0,2.2222222222222223,0.0,69.4,0.4746152811106251,0.7554239390509903,0.362921220373109,0.8947485866421756,0.0014878729765566,0.0834803085185601,9.0,2.2222222222222223,0.0,3.0,3.0,0.0,3.0,3.0,0.0,9.3960980475321,0.6919314418490288
1457,1745,1958-01-01,0.0,0.0,justice_frequency,1950,9.0,2.2222222222222223,0.0,69.4,0.4746152811106251,0.7554239390509903,0.362921220373109,0.8947485866421756,0.0014878729765566,0.0834803085185601,9.0,2.2222222222222223,0.0,3.0,3.0,0.0,3.0,3.0,0.0,9.3960980475321,3.725203189752392e-05
258,258,1958-01-01,0.0348,0.0835,Liberty,1950,9.0,2.2222222222222223,0.0,69.4,0.4746152811106251,0.7554239390509903,0.362921220373109,0.8947485866421756,0.0014878729765566,0.0834803085185601,9.0,2.2222222222222223,0.0,3.0,3.0,0.0,3.0,3.0,0.0,9.3960980475321,0.6925244867263751
1308,1544,1958-01-01,0.0,0.0,freedom_frequency,1950,9.0,2.2222222222222223,0.0,69.4,0.4746152811106251,0.7554239390509903,0.362921220373109,0.8947485866421756,0.0014878729765566,0.0834803085185601,9.0,2.2222222222222223,0.0,3.0,3.0,0.0,3.0,3.0,0.0,9.3960980475321,6.375423642631199e-05
1159,1343,1958-01-01,0.0,0.0,democracy_frequency,1950,9.0,2.2222222222222223,0.0,69.4,0.4746152811106251,0.7554239390509903,0.362921220373109,0.8947485866421756,0.0014878729765566,0.0834803085185601,9.0,2.2222222222222223,0.0,9.0,2.2222222222222223,0.0,3.0,3.0,0.0,9.3960980475321,2.0490528217242216e-05
1606,1946,1958-01-01,0.0,0.0,liberty_frequency,1950,9.0,2.2222222222222223,0.0,69.4,0.4746152811106251,0.7554239390509903,0.362921220373109,0.8947485866421756,0.0014878729765566,0.0834803085185601,9.0,2.2222222222222223,0.0,9.0,2.2222222222222223,0.0,3.0,3.0,0.0,9.3960980475321,1.8858811969868367e-05
40,40,1958-01-01,0.048,0.0937,Economy,1950,9.0,2.2222222222222223,0.0,69.4,0.4746152811106251,0.7554239390509903,0.362921220373109,0.8947485866421756,0.0014878729765566,0.0834803085185601,9.0,2.2222222222222223,0.0,9.0,2.2222222222222223,0.0,3.0,3.0,0.0,9.3960980475321,0.5551400725618936
563,593,1958-01-01,0.0,0.0,gdp_percap,1950,9.0,2.2222222222222223,0.0,69.4,0.4746152811106251,0.7554239390509903,0.362921220373109,0.8947485866421756,0.0014878729765566,0.0834803085185601,9.0,2.2222222222222223,0.0,9.0,2.2222222222222223,0.0,3.0,3.0,0.0,9.3960980475321,9.3960980475321
712,742,1958-01-01,0.0,0.0,Life_expectancy,1950,9.0,2.2222222222222223,0.0,69.4,0.4746152811106251,0.7554239390509903,0.362921220373109,0.8947485866421756,0.0014878729765566,0.0834803085185601,9.0,2.2222222222222223,0.0,9.0,2.2222222222222223,0.0,3.0,3.0,0.0,9.3960980475321,4.254193263163996
1010,1142,1958-01-01,0.0,0.0,equality_frequency,1950,9.0,2.2222222222222223,0.0,69.4,0.4746152811106251,0.7554239390509903,0.362921220373109,0.8947485866421756,0.0014878729765566,0.0834803085185601,9.0,2.2222222222222223,0.0,9.0,2.2222222222222223,0.0,9.0,2.2222222222222223,0.0,9.3960980475321,1.236593464728379e-05
449,449,1958-01-01,0.0487,0.10635,Democracy,1950,9.0,2.2222222222222223,0.0,69.4,0.4746152811106251,0.7554239390509903,0.362921220373109,0.8947485866421756,0.0014878729765566,0.0834803085185601,9.0,2.2222222222222223,0.0,9.0,2.2222222222222223,0.0,9.0,2.2222222222222223,0.0,9.3960980475321,0.6914181867111565
145,145,1959-01-01,0.0541,0.10535,Freedom,1950,1.0,3.0,0.0,69.55,0.4844733518300941,0.7708177127601592,0.3983095838910978,0.9196565119225546,0.000202319420238,0.0844200170469841,9.0,2.2222222222222223,0.0,9.0,2.2222222222222223,0.0,9.0,2.2222222222222223,0.0,9.421509911392686,0.6489287998443567
564,594,1959-01-01,0.0,0.0,gdp_percap,1950,1.0,3.0,0.0,69.55,0.4844733518300941,0.7708177127601592,0.3983095838910978,0.9196565119225546,0.000202319420238,0.0844200170469841,1.0,3.0,0.0,9.0,2.2222222222222223,0.0,9.0,2.2222222222222223,0.0,9.421509911392686,9.421509911392686
862,942,1959-01-01,0.0,0.0,economy_frequency,1950,1.0,3.0,0.0,69.55,0.4844733518300941,0.7708177127601592,0.3983095838910978,0.9196565119225546,0.000202319420238,0.0844200170469841,1.0,3.0,0.0,9.0,2.2222222222222223,0.0,9.0,2.2222222222222223,0.0,9.421509911392686,8.022639442617552e-05
450,450,1959-01-01,0.05895,0.10315,Democracy,1950,1.0,3.0,0.0,69.55,0.4844733518300941,0.7708177127601592,0.3983095838910978,0.9196565119225546,0.000202319420238,0.0844200170469841,1.0,3.0,0.0,9.0,2.2222222222222223,0.0,9.0,2.2222222222222223,0.0,9.421509911392686,0.640500338961585
713,743,1959-01-01,0.0,0.0,Life_expectancy,1950,1.0,3.0,0.0,69.55,0.4844733518300941,0.7708177127601592,0.3983095838910978,0.9196565119225546,0.000202319420238,0.0844200170469841,1.0,3.0,0.0,9.0,2.2222222222222223,0.0,9.0,2.2222222222222223,0.0,9.421509911392686,4.256321678298823
259,259,1959-01-01,0.04175,0.09405,Liberty,1950,1.0,3.0,0.0,69.55,0.4844733518300941,0.7708177127601592,0.3983095838910978,0.9196565119225546,0.000202319420238,0.0844200170469841,1.0,3.0,0.0,1.0,3.0,0.0,9.0,2.2222222222222223,0.0,9.421509911392686,0.6478490371826349
41,41,1959-01-01,0.0408,0.11265,Economy,1950,1.0,3.0,0.0,69.55,0.4844733518300941,0.7708177127601592,0.3983095838910978,0.9196565119225546,0.000202319420238,0.0844200170469841,1.0,3.0,0.0,1.0,3.0,0.0,9.0,2.2222222222222223,0.0,9.421509911392686,0.5315778000977586
1309,1545,1959-01-01,0.0,0.0,freedom_frequency,1950,1.0,3.0,0.0,69.55,0.4844733518300941,0.7708177127601592,0.3983095838910978,0.9196565119225546,0.000202319420238,0.0844200170469841,1.0,3.0,0.0,1.0,3.0,0.0,9.0,2.2222222222222223,0.0,9.421509911392686,6.460798719149671e-05
1160,1344,1959-01-01,0.0,0.0,democracy_frequency,1950,1.0,3.0,0.0,69.55,0.4844733518300941,0.7708177127601592,0.3983095838910978,0.9196565119225546,0.000202319420238,0.0844200170469841,1.0,3.0,0.0,1.0,3.0,0.0,9.0,2.2222222222222223,0.0,9.421509911392686,2.0834924916682462e-05
1607,1947,1959-01-01,0.0,0.0,liberty_frequency,1950,1.0,3.0,0.0,69.55,0.4844733518300941,0.7708177127601592,0.3983095838910978,0.9196565119225546,0.000202319420238,0.0844200170469841,1.0,3.0,0.0,1.0,3.0,0.0,9.0,2.2222222222222223,0.0,9.421509911392686,1.8939381283518633e-05
1458,1746,1959-01-01,0.0,0.0,justice_frequency,1950,1.0,3.0,0.0,69.55,0.4844733518300941,0.7708177127601592,0.3983095838910978,0.9196565119225546,0.000202319420238,0.0844200170469841,1.0,3.0,0.0,1.0,3.0,0.0,1.0,3.0,0.0,9.421509911392686,3.7139177157614856e-05
1011,1143,1959-01-01,0.0,0.0,equality_frequency,1950,1.0,3.0,0.0,69.55,0.4844733518300941,0.7708177127601592,0.3983095838910978,0.9196565119225546,0.000202319420238,0.0844200170469841,1.0,3.0,0.0,1.0,3.0,0.0,1.0,3.0,0.0,9.421509911392686,1.2697015673600034e-05
565,595,1960-01-01,0.0,0.0,gdp_percap,1960,4.0,3.0,0.0,69.7,0.486923800535227,0.7833397158627824,0.4327941930559767,0.934518673583076,0.0033792185679993,0.0861672820988235,1.0,3.0,0.0,1.0,3.0,0.0,1.0,3.0,0.0,9.446291983558854,9.446291983558854
451,451,1960-01-01,0.05305,0.0928,Democracy,1960,4.0,3.0,0.0,69.7,0.486923800535227,0.7833397158627824,0.4327941930559767,0.934518673583076,0.0033792185679993,0.0861672820988235,4.0,3.0,0.0,1.0,3.0,0.0,1.0,3.0,0.0,9.446291983558854,0.5873254474465872
863,943,1960-01-01,0.0,0.0,economy_frequency,1960,4.0,3.0,0.0,69.7,0.486923800535227,0.7833397158627824,0.4327941930559767,0.934518673583076,0.0033792185679993,0.0861672820988235,4.0,3.0,0.0,1.0,3.0,0.0,1.0,3.0,0.0,9.446291983558854,8.11423656610934e-05
1608,1948,1960-01-01,0.0,0.0,liberty_frequency,1960,4.0,3.0,0.0,69.7,0.486923800535227,0.7833397158627824,0.4327941930559767,0.934518673583076,0.0033792185679993,0.0861672820988235,4.0,3.0,0.0,1.0,3.0,0.0,1.0,3.0,0.0,9.446291983558854,1.9089189362851588e-05
146,146,1960-01-01,0.05715,0.0843,Freedom,1960,4.0,3.0,0.0,69.7,0.486923800535227,0.7833397158627824,0.4327941930559767,0.934518673583076,0.0033792185679993,0.0861672820988235,4.0,3.0,0.0,1.0,3.0,0.0,1.0,3.0,0.0,9.446291983558854,0.4993257529956983
1161,1345,1960-01-01,0.0,0.0,democracy_frequency,1960,4.0,3.0,0.0,69.7,0.486923800535227,0.7833397158627824,0.4327941930559767,0.934518673583076,0.0033792185679993,0.0861672820988235,4.0,3.0,0.0,4.0,3.0,0.0,1.0,3.0,0.0,9.446291983558854,2.0920532566370215e-05
260,260,1960-01-01,0.04905,0.09,Liberty,1960,4.0,3.0,0.0,69.7,0.486923800535227,0.7833397158627824,0.4327941930559767,0.934518673583076,0.0033792185679993,0.0861672820988235,4.0,3.0,0.0,4.0,3.0,0.0,1.0,3.0,0.0,9.446291983558854,0.5801044543627383
1310,1546,1960-01-01,0.0,0.0,freedom_frequency,1960,4.0,3.0,0.0,69.7,0.486923800535227,0.7833397158627824,0.4327941930559767,0.934518673583076,0.0033792185679993,0.0861672820988235,4.0,3.0,0.0,4.0,3.0,0.0,1.0,3.0,0.0,9.446291983558854,6.511740630604743e-05
1459,1747,1960-01-01,0.0,0.0,justice_frequency,1960,4.0,3.0,0.0,69.7,0.486923800535227,0.7833397158627824,0.4327941930559767,0.934518673583076,0.0033792185679993,0.0861672820988235,4.0,3.0,0.0,4.0,3.0,0.0,1.0,3.0,0.0,9.446291983558854,3.741806720891732e-05
42,42,1960-01-01,0.04825,0.0972,Economy,1960,4.0,3.0,0.0,69.7,0.486923800535227,0.7833397158627824,0.4327941930559767,0.934518673583076,0.0033792185679993,0.0861672820988235,4.0,3.0,0.0,4.0,3.0,0.0,1.0,3.0,0.0,9.446291983558854,0.6402262464958305
714,744,1960-01-01,0.0,0.0,Life_expectancy,1960,4.0,3.0,0.0,69.7,0.486923800535227,0.7833397158627824,0.4327941930559767,0.934518673583076,0.0033792185679993,0.0861672820988235,4.0,3.0,0.0,4.0,3.0,0.0,4.0,3.0,0.0,9.446291983558854,4.258445572902527
1012,1144,1960-01-01,0.0,0.0,equality_frequency,1960,4.0,3.0,0.0,69.7,0.486923800535227,0.7833397158627824,0.4327941930559767,0.934518673583076,0.0033792185679993,0.0861672820988235,4.0,3.0,0.0,4.0,3.0,0.0,4.0,3.0,0.0,9.446291983558854,1.3019641388034931e-05
452,452,1961-01-01,0.05895,0.10315,Democracy,1960,5.0,3.0,0.0,69.81,0.5006216265659579,0.7997528945371073,0.4887867448583816,0.9634774043927384,0.0028430507926316,0.0891429995058288,4.0,3.0,0.0,4.0,3.0,0.0,4.0,3.0,0.0,9.47047472729411,0.468239574215181
1311,1547,1961-01-01,0.0,0.0,freedom_frequency,1960,5.0,3.0,0.0,69.81,0.5006216265659579,0.7997528945371073,0.4887867448583816,0.9634774043927384,0.0028430507926316,0.0891429995058288,5.0,3.0,0.0,4.0,3.0,0.0,4.0,3.0,0.0,9.47047472729411,6.611000215216854e-05
566,596,1961-01-01,0.0,0.0,gdp_percap,1960,5.0,3.0,0.0,69.81,0.5006216265659579,0.7997528945371073,0.4887867448583816,0.9634774043927384,0.0028430507926316,0.0891429995058288,5.0,3.0,0.0,4.0,3.0,0.0,4.0,3.0,0.0,9.47047472729411,9.47047472729411
1609,1949,1961-01-01,0.0,0.0,liberty_frequency,1960,5.0,3.0,0.0,69.81,0.5006216265659579,0.7997528945371073,0.4887867448583816,0.9634774043927384,0.0028430507926316,0.0891429995058288,5.0,3.0,0.0,4.0,3.0,0.0,4.0,3.0,0.0,9.47047472729411,1.9344323189658812e-05
715,745,1961-01-01,0.0,0.0,Life_expectancy,1960,5.0,3.0,0.0,69.81,0.5006216265659579,0.7997528945371073,0.4887867448583816,0.9634774043927384,0.0028430507926316,0.0891429995058288,5.0,3.0,0.0,4.0,3.0,0.0,4.0,3.0,0.0,9.47047472729411,4.260000233663683
1013,1145,1961-01-01,0.0,0.0,equality_frequency,1960,5.0,3.0,0.0,69.81,0.5006216265659579,0.7997528945371073,0.4887867448583816,0.9634774043927384,0.0028430507926316,0.0891429995058288,5.0,3.0,0.0,5.0,3.0,0.0,4.0,3.0,0.0,9.47047472729411,1.3543487527520255e-05
1162,1346,1961-01-01,0.0,0.0,democracy_frequency,1960,5.0,3.0,0.0,69.81,0.5006216265659579,0.7997528945371073,0.4887867448583816,0.9634774043927384,0.0028430507926316,0.0891429995058288,5.0,3.0,0.0,5.0,3.0,0.0,4.0,3.0,0.0,9.47047472729411,2.139907282681129e-05
261,261,1961-01-01,0.04765,0.09285,Liberty,1960,5.0,3.0,0.0,69.81,0.5006216265659579,0.7997528945371073,0.4887867448583816,0.9634774043927384,0.0028430507926316,0.0891429995058288,5.0,3.0,0.0,5.0,3.0,0.0,4.0,3.0,0.0,9.47047472729411,0.5409134122832133
864,944,1961-01-01,0.0,0.0,economy_frequency,1960,5.0,3.0,0.0,69.81,0.5006216265659579,0.7997528945371073,0.4887867448583816,0.9634774043927384,0.0028430507926316,0.0891429995058288,5.0,3.0,0.0,5.0,3.0,0.0,4.0,3.0,0.0,9.47047472729411,8.234297098803205e-05
43,43,1961-01-01,0.05555,0.08135,Economy,1960,5.0,3.0,0.0,69.81,0.5006216265659579,0.7997528945371073,0.4887867448583816,0.9634774043927384,0.0028430507926316,0.0891429995058288,5.0,3.0,0.0,5.0,3.0,0.0,4.0,3.0,0.0,9.47047472729411,0.4199365564253403
147,147,1961-01-01,0.0529,0.0983,Freedom,1960,5.0,3.0,0.0,69.81,0.5006216265659579,0.7997528945371073,0.4887867448583816,0.9634774043927384,0.0028430507926316,0.0891429995058288,5.0,3.0,0.0,5.0,3.0,0.0,5.0,3.0,0.0,9.47047472729411,0.6409218730356834
1460,1748,1961-01-01,0.0,0.0,justice_frequency,1960,5.0,3.0,0.0,69.81,0.5006216265659579,0.7997528945371073,0.4887867448583816,0.9634774043927384,0.0028430507926316,0.0891429995058288,5.0,3.0,0.0,5.0,3.0,0.0,5.0,3.0,0.0,9.47047472729411,3.737099872040327e-05
44,44,1962-01-01,0.04945,0.105,Economy,1960,6.0,3.0,1.0,69.92,0.5082961686052797,0.8002109774417513,0.5328787973250725,0.9772610715644936,0.0085206572828545,0.0960894355090171,5.0,3.0,0.0,5.0,3.0,0.0,5.0,3.0,0.0,9.494086447675976,0.6890914672621137
1312,1548,1962-01-01,0.0,0.0,freedom_frequency,1960,6.0,3.0,1.0,69.92,0.5082961686052797,0.8002109774417513,0.5328787973250725,0.9772610715644936,0.0085206572828545,0.0960894355090171,6.0,3.0,1.0,5.0,3.0,0.0,5.0,3.0,0.0,9.494086447675976,6.658245382302471e-05
716,746,1962-01-01,0.0,0.0,Life_expectancy,1960,6.0,3.0,1.0,69.92,0.5082961686052797,0.8002109774417513,0.5328787973250725,0.9772610715644936,0.0085206572828545,0.0960894355090171,6.0,3.0,1.0,5.0,3.0,0.0,5.0,3.0,0.0,9.494086447675976,4.261552481206007
567,597,1962-01-01,0.0,0.0,gdp_percap,1960,6.0,3.0,1.0,69.92,0.5082961686052797,0.8002109774417513,0.5328787973250725,0.9772610715644936,0.0085206572828545,0.0960894355090171,6.0,3.0,1.0,5.0,3.0,0.0,5.0,3.0,0.0,9.494086447675976,9.494086447675976
1461,1749,1962-01-01,0.0,0.0,justice_frequency,1960,6.0,3.0,1.0,69.92,0.5082961686052797,0.8002109774417513,0.5328787973250725,0.9772610715644936,0.0085206572828545,0.0960894355090171,6.0,3.0,1.0,5.0,3.0,0.0,5.0,3.0,0.0,9.494086447675976,3.78694178866435e-05
1610,1950,1962-01-01,0.0,0.0,liberty_frequency,1960,6.0,3.0,1.0,69.92,0.5082961686052797,0.8002109774417513,0.5328787973250725,0.9772610715644936,0.0085206572828545,0.0960894355090171,6.0,3.0,1.0,6.0,3.0,1.0,5.0,3.0,0.0,9.494086447675976,1.9939900592992715e-05
1014,1146,1962-01-01,0.0,0.0,equality_frequency,1960,6.0,3.0,1.0,69.92,0.5082961686052797,0.8002109774417513,0.5328787973250725,0.9772610715644936,0.0085206572828545,0.0960894355090171,6.0,3.0,1.0,6.0,3.0,1.0,5.0,3.0,0.0,9.494086447675976,1.3955996690068558e-05
865,945,1962-01-01,0.0,0.0,economy_frequency,1960,6.0,3.0,1.0,69.92,0.5082961686052797,0.8002109774417513,0.5328787973250725,0.9772610715644936,0.0085206572828545,0.0960894355090171,6.0,3.0,1.0,6.0,3.0,1.0,5.0,3.0,0.0,9.494086447675976,8.237647921011634e-05
1163,1347,1962-01-01,0.0,0.0,democracy_frequency,1960,6.0,3.0,1.0,69.92,0.5082961686052797,0.8002109774417513,0.5328787973250725,0.9772610715644936,0.0085206572828545,0.0960894355090171,6.0,3.0,1.0,6.0,3.0,1.0,5.0,3.0,0.0,9.494086447675976,2.1667186611214133e-05
453,453,1962-01-01,0.0544,0.1004,Democracy,1960,6.0,3.0,1.0,69.92,0.5082961686052797,0.8002109774417513,0.5328787973250725,0.9772610715644936,0.0085206572828545,0.0960894355090171,6.0,3.0,1.0,6.0,3.0,1.0,5.0,3.0,0.0,9.494086447675976,0.5925309485254272
262,262,1962-01-01,0.0435,0.08965,Liberty,1960,6.0,3.0,1.0,69.92,0.5082961686052797,0.8002109774417513,0.5328787973250725,0.9772610715644936,0.0085206572828545,0.0960894355090171,6.0,3.0,1.0,6.0,3.0,1.0,6.0,3.0,1.0,9.494086447675976,0.5317511497871181
148,148,1962-01-01,0.05115,0.10275,Freedom,1960,6.0,3.0,1.0,69.92,0.5082961686052797,0.8002109774417513,0.5328787973250725,0.9772610715644936,0.0085206572828545,0.0960894355090171,6.0,3.0,1.0,6.0,3.0,1.0,6.0,3.0,1.0,9.494086447675976,0.6922167478416391
263,263,1963-01-01,0.0471,0.11285,Liberty,1960,4.0,1.5,0.0,70.03,0.5093404041330108,0.810014477316626,0.5646697527322634,1.0,0.0148363963686183,0.1001066606760829,6.0,3.0,1.0,6.0,3.0,1.0,6.0,3.0,1.0,9.517153490765404,0.6519396950809304
