,State,Station,Year,Ridership
7822,California,"Auburn, California",2009-01-01,31765.0
7222,California,"Auburn, California",2010-01-01,31092.0
6622,California,"Auburn, California",2011-01-01,29438.0
6022,California,"Auburn, California",2012-01-01,28396.0
5422,California,"Auburn, California",2013-01-01,49686.0
4822,California,"Auburn, California",2014-01-01,16383.0
4222,California,"Auburn, California",2015-01-01,14779.0
3622,California,"Auburn, California",2016-01-01,15732.0
3022,California,"Auburn, California",2017-01-01,13352.0
2422,California,"Auburn, California",2018-01-01,14243.0
1822,California,"Auburn, California",2019-01-01,15325.0
1222,California,"Auburn, California",2020-01-01,6730.0
622,California,"Auburn, California",2021-01-01,1587.0
22,California,"Auburn, California",2022-01-01,5357.0
10699,Texas,"Austin, Texas",2005-01-01,10754.0
10099,Texas,"Austin, Texas",2006-01-01,10547.0
9499,Texas,"Austin, Texas",2007-01-01,19388.0
8899,Texas,"Austin, Texas",2008-01-01,23829.0
8299,Texas,"Austin, Texas",2009-01-01,25404.0
7699,Texas,"Austin, Texas",2010-01-01,31968.0
7099,Texas,"Austin, Texas",2011-01-01,39167.0
6499,Texas,"Austin, Texas",2012-01-01,41638.0
5899,Texas,"Austin, Texas",2013-01-01,38929.0
5299,Texas,"Austin, Texas",2014-01-01,32951.0
4699,Texas,"Austin, Texas",2015-01-01,33195.0
4099,Texas,"Austin, Texas",2016-01-01,31088.0
3499,Texas,"Austin, Texas",2017-01-01,34513.0
2899,Texas,"Austin, Texas",2018-01-01,34009.0
2299,Texas,"Austin, Texas",2019-01-01,29525.0
1699,Texas,"Austin, Texas",2020-01-01,18073.0
1099,Texas,"Austin, Texas",2021-01-01,15443.0
499,Texas,"Austin, Texas",2022-01-01,26665.0
10449,Maryland,"BWI Thurgood Marshall Airport, Maryland",2005-01-01,291606.0
9849,Maryland,"BWI Thurgood Marshall Airport, Maryland",2006-01-01,282491.0
9249,Maryland,"BWI Thurgood Marshall Airport, Maryland",2007-01-01,587845.0
8649,Maryland,"BWI Thurgood Marshall Airport, Maryland",2008-01-01,644640.0
8049,Maryland,"BWI Thurgood Marshall Airport, Maryland",2009-01-01,617349.0
7449,Maryland,"BWI Thurgood Marshall Airport, Maryland",2010-01-01,654151.0
6849,Maryland,"BWI Thurgood Marshall Airport, Maryland",2011-01-01,662453.0
6249,Maryland,"BWI Thurgood Marshall Airport, Maryland",2012-01-01,703604.0
5649,Maryland,"BWI Thurgood Marshall Airport, Maryland",2013-01-01,710513.0
5049,Maryland,"BWI Thurgood Marshall Airport, Maryland",2014-01-01,692268.0
4449,Maryland,"BWI Thurgood Marshall Airport, Maryland",2015-01-01,670.0
3849,Maryland,"BWI Thurgood Marshall Airport, Maryland",2016-01-01,689042.0
3249,Maryland,"BWI Thurgood Marshall Airport, Maryland",2017-01-01,724865.0
2649,Maryland,"BWI Thurgood Marshall Airport, Maryland",2018-01-01,756533.0
2049,Maryland,"BWI Thurgood Marshall Airport, Maryland",2019-01-01,751228.0
1449,Maryland,"BWI Thurgood Marshall Airport, Maryland",2020-01-01,385975.0
849,Maryland,"BWI Thurgood Marshall Airport, Maryland",2021-01-01,259294.0
249,Maryland,"BWI Thurgood Marshall Airport, Maryland",2022-01-01,522353.0
10223,California,"Bakersfield, California",2005-01-01,185089.0
9623,California,"Bakersfield, California",2006-01-01,188788.0
9023,California,"Bakersfield, California",2007-01-01,370783.0
8423,California,"Bakersfield, California",2008-01-01,427087.0
7823,California,"Bakersfield, California",2009-01-01,395254.0
7223,California,"Bakersfield, California",2010-01-01,413172.0
6623,California,"Bakersfield, California",2011-01-01,476767.0
6023,California,"Bakersfield, California",2012-01-01,507058.0
5423,California,"Bakersfield, California",2013-01-01,546439.0
4823,California,"Bakersfield, California",2014-01-01,521423.0
4223,California,"Bakersfield, California",2015-01-01,513884.0
3623,California,"Bakersfield, California",2016-01-01,491824.0
3023,California,"Bakersfield, California",2017-01-01,482276.0
2423,California,"Bakersfield, California",2018-01-01,442023.0
1823,California,"Bakersfield, California",2019-01-01,424157.0
1223,California,"Bakersfield, California",2020-01-01,250609.0
623,California,"Bakersfield, California",2021-01-01,196791.0
23,California,"Bakersfield, California",2022-01-01,314684.0
10448,Maryland,"Baltimore, Maryland",2005-01-01,485279.0
9848,Maryland,"Baltimore, Maryland",2006-01-01,451691.0
9248,Maryland,"Baltimore, Maryland",2007-01-01,977379.0
8648,Maryland,"Baltimore, Maryland",2008-01-01,1020304.0
8048,Maryland,"Baltimore, Maryland",2009-01-01,932827.0
7448,Maryland,"Baltimore, Maryland",2010-01-01,926245.0
6848,Maryland,"Baltimore, Maryland",2011-01-01,953170.0
6248,Maryland,"Baltimore, Maryland",2012-01-01,1028909.0
5648,Maryland,"Baltimore, Maryland",2013-01-01,1065576.0
5048,Maryland,"Baltimore, Maryland",2014-01-01,1032527.0
4448,Maryland,"Baltimore, Maryland",2015-01-01,993721.0
3848,Maryland,"Baltimore, Maryland",2016-01-01,1030161.0
3248,Maryland,"Baltimore, Maryland",2017-01-01,1063628.0
2648,Maryland,"Baltimore, Maryland",2018-01-01,1041232.0
2048,Maryland,"Baltimore, Maryland",2019-01-01,1043542.0
1448,Maryland,"Baltimore, Maryland",2020-01-01,538330.0
848,Maryland,"Baltimore, Maryland",2021-01-01,446914.0
248,Maryland,"Baltimore, Maryland",2022-01-01,838591.0
10469,Michigan,"Bangor, Michigan",2005-01-01,1655.0
9869,Michigan,"Bangor, Michigan",2006-01-01,1879.0
9269,Michigan,"Bangor, Michigan",2007-01-01,3786.0
8669,Michigan,"Bangor, Michigan",2008-01-01,3710.0
8069,Michigan,"Bangor, Michigan",2009-01-01,3397.0
7469,Michigan,"Bangor, Michigan",2010-01-01,3803.0
6869,Michigan,"Bangor, Michigan",2011-01-01,3586.0
6269,Michigan,"Bangor, Michigan",2012-01-01,3616.0
5669,Michigan,"Bangor, Michigan",2013-01-01,3856.0
5069,Michigan,"Bangor, Michigan",2014-01-01,4112.0
4469,Michigan,"Bangor, Michigan",2015-01-01,3895.0
3869,Michigan,"Bangor, Michigan",2016-01-01,3943.0
3269,Michigan,"Bangor, Michigan",2017-01-01,4376.0
2669,Michigan,"Bangor, Michigan",2018-01-01,4180.0
2069,Michigan,"Bangor, Michigan",2019-01-01,4584.0
1469,Michigan,"Bangor, Michigan",2020-01-01,2014.0
869,Michigan,"Bangor, Michigan",2021-01-01,2468.0
269,Michigan,"Bangor, Michigan",2022-01-01,3337.0
10224,California,"Barstow, California",2005-01-01,1380.0
9624,California,"Barstow, California",2006-01-01,1650.0
9024,California,"Barstow, California",2007-01-01,3376.0
8424,California,"Barstow, California",2008-01-01,3334.0
7824,California,"Barstow, California",2009-01-01,3531.0
7224,California,"Barstow, California",2010-01-01,3609.0
6624,California,"Barstow, California",2011-01-01,3870.0
6024,California,"Barstow, California",2012-01-01,3433.0
5424,California,"Barstow, California",2013-01-01,3586.0
4824,California,"Barstow, California",2014-01-01,3096.0
4224,California,"Barstow, California",2015-01-01,3463.0
3624,California,"Barstow, California",2016-01-01,3153.0
3024,California,"Barstow, California",2017-01-01,3509.0
2424,California,"Barstow, California",2018-01-01,3400.0
1824,California,"Barstow, California",2019-01-01,3112.0
1224,California,"Barstow, California",2020-01-01,2457.0
624,California,"Barstow, California",2021-01-01,1567.0
24,California,"Barstow, California",2022-01-01,1959.0
10470,Michigan,"Battle Creek, Michigan",2005-01-01,23221.0
9870,Michigan,"Battle Creek, Michigan",2006-01-01,27442.0
9270,Michigan,"Battle Creek, Michigan",2007-01-01,53197.0
8670,Michigan,"Battle Creek, Michigan",2008-01-01,57264.0
8070,Michigan,"Battle Creek, Michigan",2009-01-01,51571.0
7470,Michigan,"Battle Creek, Michigan",2010-01-01,52057.0
6870,Michigan,"Battle Creek, Michigan",2011-01-01,50732.0
6270,Michigan,"Battle Creek, Michigan",2012-01-01,50511.0
5670,Michigan,"Battle Creek, Michigan",2013-01-01,49203.0
5070,Michigan,"Battle Creek, Michigan",2014-01-01,46624.0
4470,Michigan,"Battle Creek, Michigan",2015-01-01,42894.0
3870,Michigan,"Battle Creek, Michigan",2016-01-01,38623.0
3270,Michigan,"Battle Creek, Michigan",2017-01-01,42301.0
2670,Michigan,"Battle Creek, Michigan",2018-01-01,41757.0
2070,Michigan,"Battle Creek, Michigan",2019-01-01,40170.0
1470,Michigan,"Battle Creek, Michigan",2020-01-01,21026.0
870,Michigan,"Battle Creek, Michigan",2021-01-01,16716.0
270,Michigan,"Battle Creek, Michigan",2022-01-01,24581.0
10499,Mississippi,"Bay St. Louis, Mississippi",2005-01-01,101.0
10700,Texas,"Beaumont, Texas",2005-01-01,539.0
10100,Texas,"Beaumont, Texas",2006-01-01,401.0
9500,Texas,"Beaumont, Texas",2007-01-01,1384.0
8900,Texas,"Beaumont, Texas",2008-01-01,1662.0
8300,Texas,"Beaumont, Texas",2009-01-01,1769.0
7700,Texas,"Beaumont, Texas",2010-01-01,2135.0
7100,Texas,"Beaumont, Texas",2011-01-01,2401.0
6500,Texas,"Beaumont, Texas",2012-01-01,2724.0
5900,Texas,"Beaumont, Texas",2013-01-01,3458.0
5300,Texas,"Beaumont, Texas",2014-01-01,3412.0
4700,Texas,"Beaumont, Texas",2015-01-01,3265.0
4100,Texas,"Beaumont, Texas",2016-01-01,3344.0
3500,Texas,"Beaumont, Texas",2017-01-01,3377.0
2900,Texas,"Beaumont, Texas",2018-01-01,3641.0
2300,Texas,"Beaumont, Texas",2019-01-01,3651.0
1700,Texas,"Beaumont, Texas",2020-01-01,1885.0
1100,Texas,"Beaumont, Texas",2021-01-01,1988.0
500,Texas,"Beaumont, Texas",2022-01-01,2251.0
10761,Washington,"Bellingham, Washington",2005-01-01,28454.0
10161,Washington,"Bellingham, Washington",2006-01-01,27351.0
9561,Washington,"Bellingham, Washington",2007-01-01,53444.0
8961,Washington,"Bellingham, Washington",2008-01-01,63363.0
8361,Washington,"Bellingham, Washington",2009-01-01,63805.0
7761,Washington,"Bellingham, Washington",2010-01-01,63683.0
7161,Washington,"Bellingham, Washington",2011-01-01,59490.0
6561,Washington,"Bellingham, Washington",2012-01-01,64091.0
5961,Washington,"Bellingham, Washington",2013-01-01,55325.0
5361,Washington,"Bellingham, Washington",2014-01-01,54888.0
4761,Washington,"Bellingham, Washington",2015-01-01,51915.0
4161,Washington,"Bellingham, Washington",2016-01-01,50896.0
3561,Washington,"Bellingham, Washington",2017-01-01,51219.0
2961,Washington,"Bellingham, Washington",2018-01-01,49669.0
2361,Washington,"Bellingham, Washington",2019-01-01,53659.0
1761,Washington,"Bellingham, Washington",2020-01-01,23494.0
561,Washington,"Bellingham, Washington",2022-01-01,129.0
10723,Vermont,"Bellows Falls, Vermont",2005-01-01,1289.0
10123,Vermont,"Bellows Falls, Vermont",2006-01-01,1311.0
9523,Vermont,"Bellows Falls, Vermont",2007-01-01,3427.0
8923,Vermont,"Bellows Falls, Vermont",2008-01-01,4050.0
8323,Vermont,"Bellows Falls, Vermont",2009-01-01,4092.0
7723,Vermont,"Bellows Falls, Vermont",2010-01-01,4652.0
7123,Vermont,"Bellows Falls, Vermont",2011-01-01,4364.0
6523,Vermont,"Bellows Falls, Vermont",2012-01-01,4620.0
5923,Vermont,"Bellows Falls, Vermont",2013-01-01,4774.0
5323,Vermont,"Bellows Falls, Vermont",2014-01-01,5463.0
4723,Vermont,"Bellows Falls, Vermont",2015-01-01,4828.0
4123,Vermont,"Bellows Falls, Vermont",2016-01-01,4543.0
3523,Vermont,"Bellows Falls, Vermont",2017-01-01,4752.0
2923,Vermont,"Bellows Falls, Vermont",2018-01-01,4488.0
2323,Vermont,"Bellows Falls, Vermont",2019-01-01,4776.0
1723,Vermont,"Bellows Falls, Vermont",2020-01-01,2099.0
1123,Vermont,"Bellows Falls, Vermont",2021-01-01,895.0
523,Vermont,"Bellows Falls, Vermont",2022-01-01,3840.0
10046,Oregon,"Bend, Oregon",2006-01-01,680.0
10205,Arizona,"Benson, Arizona",2005-01-01,537.0
9605,Arizona,"Benson, Arizona",2006-01-01,412.0
9005,Arizona,"Benson, Arizona",2007-01-01,937.0
8405,Arizona,"Benson, Arizona",2008-01-01,1064.0
7805,Arizona,"Benson, Arizona",2009-01-01,1098.0
7205,Arizona,"Benson, Arizona",2010-01-01,1091.0
6605,Arizona,"Benson, Arizona",2011-01-01,1208.0
6005,Arizona,"Benson, Arizona",2012-01-01,1367.0
5405,Arizona,"Benson, Arizona",2013-01-01,1833.0
4805,Arizona,"Benson, Arizona",2014-01-01,1961.0
4205,Arizona,"Benson, Arizona",2015-01-01,2073.0
3605,Arizona,"Benson, Arizona",2016-01-01,2013.0
3005,Arizona,"Benson, Arizona",2017-01-01,2036.0
2405,Arizona,"Benson, Arizona",2018-01-01,1939.0
1805,Arizona,"Benson, Arizona",2019-01-01,1947.0
1205,Arizona,"Benson, Arizona",2020-01-01,1218.0
605,Arizona,"Benson, Arizona",2021-01-01,1224.0
5,Arizona,"Benson, Arizona",2022-01-01,1743.0
10225,California,"Berkeley, California",2005-01-01,35444.0
9625,California,"Berkeley, California",2006-01-01,40383.0
9025,California,"Berkeley, California",2007-01-01,105995.0
8425,California,"Berkeley, California",2008-01-01,122133.0
7825,California,"Berkeley, California",2009-01-01,124218.0
7225,California,"Berkeley, California",2010-01-01,133152.0
6625,California,"Berkeley, California",2011-01-01,142510.0
6025,California,"Berkeley, California",2012-01-01,152096.0
5425,California,"Berkeley, California",2013-01-01,153080.0
4825,California,"Berkeley, California",2014-01-01,133855.0
4225,California,"Berkeley, California",2015-01-01,136997.0
3625,California,"Berkeley, California",2016-01-01,150636.0
3025,California,"Berkeley, California",2017-01-01,156226.0
2425,California,"Berkeley, California",2018-01-01,173579.0
1825,California,"Berkeley, California",2019-01-01,174656.0
1225,California,"Berkeley, California",2020-01-01,83958.0
625,California,"Berkeley, California",2021-01-01,25999.0
25,California,"Berkeley, California",2022-01-01,57302.0
10319,Connecticut,"Berlin, Connecticut",2005-01-01,11699.0
9719,Connecticut,"Berlin, Connecticut",2006-01-01,11685.0
9119,Connecticut,"Berlin, Connecticut",2007-01-01,22570.0
8519,Connecticut,"Berlin, Connecticut",2008-01-01,24532.0
7919,Connecticut,"Berlin, Connecticut",2009-01-01,20555.0
7319,Connecticut,"Berlin, Connecticut",2010-01-01,23196.0
6719,Connecticut,"Berlin, Connecticut",2011-01-01,23465.0
6119,Connecticut,"Berlin, Connecticut",2012-01-01,24108.0
5519,Connecticut,"Berlin, Connecticut",2013-01-01,25594.0
4919,Connecticut,"Berlin, Connecticut",2014-01-01,23363.0
4319,Connecticut,"Berlin, Connecticut",2015-01-01,21189.0
3719,Connecticut,"Berlin, Connecticut",2016-01-01,16332.0
3119,Connecticut,"Berlin, Connecticut",2017-01-01,14007.0
2519,Connecticut,"Berlin, Connecticut",2018-01-01,16219.0
1919,Connecticut,"Berlin, Connecticut",2019-01-01,19904.0
1319,Connecticut,"Berlin, Connecticut",2020-01-01,11224.0
719,Connecticut,"Berlin, Connecticut",2021-01-01,8981.0
119,Connecticut,"Berlin, Connecticut",2022-01-01,17812.0
10500,Mississippi,"Biloxi, Mississippi",2005-01-01,310.0
10762,Washington,"Bingen-White Salmon, Washington",2005-01-01,832.0
10162,Washington,"Bingen-White Salmon, Washington",2006-01-01,959.0
9562,Washington,"Bingen-White Salmon, Washington",2007-01-01,2118.0
8962,Washington,"Bingen-White Salmon, Washington",2008-01-01,2908.0
8362,Washington,"Bingen-White Salmon, Washington",2009-01-01,2825.0
7762,Washington,"Bingen-White Salmon, Washington",2010-01-01,3245.0
7162,Washington,"Bingen-White Salmon, Washington",2011-01-01,2420.0
6562,Washington,"Bingen-White Salmon, Washington",2012-01-01,3147.0
5962,Washington,"Bingen-White Salmon, Washington",2013-01-01,3629.0
5362,Washington,"Bingen-White Salmon, Washington",2014-01-01,2867.0
4762,Washington,"Bingen-White Salmon, Washington",2015-01-01,3081.0
4162,Washington,"Bingen-White Salmon, Washington",2016-01-01,3691.0
3562,Washington,"Bingen-White Salmon, Washington",2017-01-01,3825.0
2962,Washington,"Bingen-White Salmon, Washington",2018-01-01,3272.0
2362,Washington,"Bingen-White Salmon, Washington",2019-01-01,3060.0
1762,Washington,"Bingen-White Salmon, Washington",2020-01-01,2133.0
1162,Washington,"Bingen-White Salmon, Washington",2021-01-01,1473.0
562,Washington,"Bingen-White Salmon, Washington",2022-01-01,2191.0
10202,Alabama,"Birmingham, Alabama",2005-01-01,16558.0
9602,Alabama,"Birmingham, Alabama",2006-01-01,12044.0
9002,Alabama,"Birmingham, Alabama",2007-01-01,27325.0
8402,Alabama,"Birmingham, Alabama",2008-01-01,32733.0
7802,Alabama,"Birmingham, Alabama",2009-01-01,33413.0
7202,Alabama,"Birmingham, Alabama",2010-01-01,45089.0
6602,Alabama,"Birmingham, Alabama",2011-01-01,48196.0
6002,Alabama,"Birmingham, Alabama",2012-01-01,48734.0
5402,Alabama,"Birmingham, Alabama",2013-01-01,48759.0
4802,Alabama,"Birmingham, Alabama",2014-01-01,46610.0
4202,Alabama,"Birmingham, Alabama",2015-01-01,44985.0
3602,Alabama,"Birmingham, Alabama",2016-01-01,42930.0
3002,Alabama,"Birmingham, Alabama",2017-01-01,42512.0
2402,Alabama,"Birmingham, Alabama",2018-01-01,40585.0
1802,Alabama,"Birmingham, Alabama",2019-01-01,37605.0
1202,Alabama,"Birmingham, Alabama",2020-01-01,17474.0
602,Alabama,"Birmingham, Alabama",2021-01-01,14935.0
2,Alabama,"Birmingham, Alabama",2022-01-01,21211.0
10471,Michigan,"Birmingham, Michigan",2005-01-01,9118.0
9871,Michigan,"Birmingham, Michigan",2006-01-01,9833.0
9271,Michigan,"Birmingham, Michigan",2007-01-01,19404.0
8671,Michigan,"Birmingham, Michigan",2008-01-01,19714.0
8071,Michigan,"Birmingham, Michigan",2009-01-01,18695.0
7471,Michigan,"Birmingham, Michigan",2010-01-01,22286.0
6871,Michigan,"Birmingham, Michigan",2011-01-01,24121.0
6271,Michigan,"Birmingham, Michigan",2012-01-01,19712.0
5671,Michigan,"Birmingham, Michigan",2013-01-01,23257.0
5071,Michigan,"Birmingham, Michigan",2014-01-01,23014.0
4471,Michigan,"Birmingham, Michigan",2015-01-01,934.0
10372,Illinois,"Bloomington/Normal, Illinois",2005-01-01,47201.0
9772,Illinois,"Bloomington/Normal, Illinois",2006-01-01,51413.0
9172,Illinois,"Bloomington/Normal, Illinois",2007-01-01,151376.0
8572,Illinois,"Bloomington/Normal, Illinois",2008-01-01,180589.0
7972,Illinois,"Bloomington/Normal, Illinois",2009-01-01,192682.0
7372,Illinois,"Bloomington/Normal, Illinois",2010-01-01,209629.0
6772,Illinois,"Bloomington/Normal, Illinois",2011-01-01,244566.0
6172,Illinois,"Bloomington/Normal, Illinois",2012-01-01,239981.0
5572,Illinois,"Bloomington/Normal, Illinois",2013-01-01,263235.0
4972,Illinois,"Bloomington/Normal, Illinois",2014-01-01,261631.0
4372,Illinois,"Bloomington/Normal, Illinois",2015-01-01,254317.0
3772,Illinois,"Bloomington/Normal, Illinois",2016-01-01,226212.0
3172,Illinois,"Bloomington/Normal, Illinois",2017-01-01,241844.0
2572,Illinois,"Bloomington/Normal, Illinois",2018-01-01,238626.0
1972,Illinois,"Bloomington/Normal, Illinois",2019-01-01,229894.0
1372,Illinois,"Bloomington/Normal, Illinois",2020-01-01,116921.0
772,Illinois,"Bloomington/Normal, Illinois",2021-01-01,91842.0
172,Illinois,"Bloomington/Normal, Illinois",2022-01-01,178018.0
10454,Massachusetts,"Boston-Back Bay, Massachusetts",2005-01-01,632173.0
9854,Massachusetts,"Boston-Back Bay, Massachusetts",2006-01-01,646534.0
9254,Massachusetts,"Boston-Back Bay, Massachusetts",2007-01-01,345970.0
8654,Massachusetts,"Boston-Back Bay, Massachusetts",2008-01-01,424605.0
8054,Massachusetts,"Boston-Back Bay, Massachusetts",2009-01-01,398240.0
7454,Massachusetts,"Boston-Back Bay, Massachusetts",2010-01-01,445074.0
6854,Massachusetts,"Boston-Back Bay, Massachusetts",2011-01-01,479951.0
6254,Massachusetts,"Boston-Back Bay, Massachusetts",2012-01-01,528040.0
5654,Massachusetts,"Boston-Back Bay, Massachusetts",2013-01-01,540770.0
5054,Massachusetts,"Boston-Back Bay, Massachusetts",2014-01-01,566892.0
4454,Massachusetts,"Boston-Back Bay, Massachusetts",2015-01-01,578403.0
3854,Massachusetts,"Boston-Back Bay, Massachusetts",2016-01-01,611527.0
3254,Massachusetts,"Boston-Back Bay, Massachusetts",2017-01-01,626003.0
2654,Massachusetts,"Boston-Back Bay, Massachusetts",2018-01-01,683016.0
2054,Massachusetts,"Boston-Back Bay, Massachusetts",2019-01-01,720147.0
1454,Massachusetts,"Boston-Back Bay, Massachusetts",2020-01-01,355279.0
854,Massachusetts,"Boston-Back Bay, Massachusetts",2021-01-01,322928.0
254,Massachusetts,"Boston-Back Bay, Massachusetts",2022-01-01,606967.0
10455,Massachusetts,"Boston-North Station, Massachusetts",2005-01-01,117358.0
9855,Massachusetts,"Boston-North Station, Massachusetts",2006-01-01,146065.0
9255,Massachusetts,"Boston-North Station, Massachusetts",2007-01-01,319648.0
8655,Massachusetts,"Boston-North Station, Massachusetts",2008-01-01,414835.0
8055,Massachusetts,"Boston-North Station, Massachusetts",2009-01-01,403203.0
7455,Massachusetts,"Boston-North Station, Massachusetts",2010-01-01,418993.0
6855,Massachusetts,"Boston-North Station, Massachusetts",2011-01-01,456198.0
6255,Massachusetts,"Boston-North Station, Massachusetts",2012-01-01,473912.0
5655,Massachusetts,"Boston-North Station, Massachusetts",2013-01-01,475447.0
5055,Massachusetts,"Boston-North Station, Massachusetts",2014-01-01,433060.0
4455,Massachusetts,"Boston-North Station, Massachusetts",2015-01-01,358286.0
3855,Massachusetts,"Boston-North Station, Massachusetts",2016-01-01,424600.0
3255,Massachusetts,"Boston-North Station, Massachusetts",2017-01-01,448483.0
2655,Massachusetts,"Boston-North Station, Massachusetts",2018-01-01,464988.0
2055,Massachusetts,"Boston-North Station, Massachusetts",2019-01-01,459082.0
1455,Massachusetts,"Boston-North Station, Massachusetts",2020-01-01,219491.0
855,Massachusetts,"Boston-North Station, Massachusetts",2021-01-01,152370.0
255,Massachusetts,"Boston-North Station, Massachusetts",2022-01-01,346610.0
9256,Massachusetts,"Boston-South Station, Massachusetts",2007-01-01,1154178.0
8656,Massachusetts,"Boston-South Station, Massachusetts",2008-01-01,1393691.0
8056,Massachusetts,"Boston-South Station, Massachusetts",2009-01-01,1287615.0
7456,Massachusetts,"Boston-South Station, Massachusetts",2010-01-01,1311205.0
6856,Massachusetts,"Boston-South Station, Massachusetts",2011-01-01,1360162.0
